record_id,problem_a,problem_b,category_a,category_b,description_a,description_b,location,distance_km,time_difference_hours,severity_a,severity_b,nearby_frequency,text_similarity,relationship,dependency_strength,dependency_label
POS_1141,Pothole / Road Damage,Traffic Congestion,Road,Traffic,multiple potholes reported,severe congestion reported,Pallavaram,3.35,40.1,CRITICAL,LOW,19,0.469,CONTRIBUTES_TO,0.664,1
POS_0934,Road Blockage,Traffic Congestion,Road,Traffic,traffic lane is obstructed,severe congestion reported,Porur,4.06,5.0,MEDIUM,MEDIUM,6,0.546,CAUSES,0.66,1
POS_0929,Blocked Drain,Waterlogging,Drainage,Flooding,stormwater drain is blocked,heavy waterlogging reported,Perambur,2.42,14.4,MEDIUM,HIGH,9,0.789,CAUSES,0.78,1
POS_0824,Water Leakage,Stagnant Water,Water,Public Health,damaged water supply line,standing water is not clearing,Kodambakkam,0.25,1.8,CRITICAL,HIGH,15,0.789,CAUSES,0.861,1
NEG_0032,Street Light Failure,Traffic Congestion,Lighting,Traffic,roadside light has failed,traffic is moving slowly,Royapettah,6.64,29.5,HIGH,HIGH,13,0.079,NO_DEPENDENCY,0.215,0
POS_1215,Garbage Accumulation,Air Pollution,Waste,Environment,waste has built up,polluted air reported,Kodambakkam,4.14,8.1,LOW,LOW,3,0.695,CONTRIBUTES_TO,0.587,1
POS_0505,Sewer Overflow,Stagnant Water,Drainage,Public Health,sewage overflow reported,water is collecting,Adyar,3.84,31.9,HIGH,CRITICAL,1,0.908,CAUSES,0.717,1
NEG_1465,Garbage Accumulation,Sewer Overflow,Waste,Drainage,garbage has accumulated,sewer line has overflowed,Kodambakkam,7.69,24.0,HIGH,MEDIUM,1,0.209,NO_DEPENDENCY,0.182,0
NEG_0896,Blocked Drain,Public Health Risk,Drainage,Health,drain is clogged,sanitation may affect public health,Porur,7.28,15.8,HIGH,MEDIUM,4,0.041,NO_DEPENDENCY,0.16,0
NEG_0497,Street Light Failure,Blocked Drain,Lighting,Drainage,roadside light has failed,rainwater drain is not flowing,Velachery,7.28,49.0,HIGH,LOW,14,0.136,NO_DEPENDENCY,0.211,0
NEG_0459,Safety Risk,Sewer Overflow,Safety,Drainage,area has become unsafe,sewer water is overflowing,Mylapore,0.29,80.6,CRITICAL,LOW,4,0.157,NO_DEPENDENCY,0.246,0
POS_1385,Garbage Accumulation,Public Health Risk,Waste,Health,waste has built up,disease risk is increasing,Ambattur,2.32,5.0,HIGH,LOW,20,0.848,CAUSES,0.808,1
POS_0895,Blocked Drain,Waterlogging,Drainage,Flooding,blocked drainage outlet,road is flooded,Adyar,0.49,47.0,LOW,MEDIUM,4,0.568,CAUSES,0.701,1
POS_0829,Illegal Dumping,Waterlogging,Waste,Flooding,unauthorized dumping reported,heavy waterlogging reported,Velachery,0.28,0.7,MEDIUM,HIGH,7,0.859,CONTRIBUTES_TO,0.733,1
NEG_1421,Garbage Accumulation,Illegal Dumping,Waste,Waste,garbage has accumulated,waste is being dumped illegally,Thiruvanmiyur,1.98,17.3,LOW,LOW,15,0.14,NO_DEPENDENCY,0.323,0
NEG_0184,Safety Risk,Waterlogging,Safety,Flooding,residents feel unsafe,standing rainwater on the street,Pallavaram,2.12,45.4,LOW,HIGH,2,0.119,NO_DEPENDENCY,0.226,0
NEG_1075,Traffic Congestion,Illegal Dumping,Traffic,Waste,vehicles are queued,open dumping observed,Pallavaram,1.9,25.1,HIGH,CRITICAL,13,0.11,NO_DEPENDENCY,0.299,0
NEG_1470,Street Light Failure,Blocked Drain,Lighting,Drainage,streetlights are off,rainwater drain is not flowing,Porur,6.62,49.4,MEDIUM,HIGH,1,0.047,NO_DEPENDENCY,0.129,0
NEG_1013,Traffic Congestion,Street Light Failure,Traffic,Lighting,traffic flow is disrupted,roadside light has failed,Ambattur,4.49,20.9,HIGH,MEDIUM,10,0.036,NO_DEPENDENCY,0.226,0
POS_0653,Illegal Dumping,Blocked Drain,Waste,Drainage,waste is being dumped illegally,drain is clogged,Pallavaram,1.94,24.9,LOW,CRITICAL,11,0.666,CONTRIBUTES_TO,0.657,1
POS_0173,Water Leakage,Stagnant Water,Water,Public Health,water pipe is leaking,pool of water has remained,Perambur,0.73,8.3,HIGH,HIGH,8,0.621,CAUSES,0.763,1
POS_0039,Illegal Dumping,Blocked Drain,Waste,Drainage,garbage dumped beside road,stormwater drain is blocked,Adyar,1.51,41.6,HIGH,CRITICAL,9,0.962,CONTRIBUTES_TO,0.748,1
NEG_1361,Blocked Drain,Traffic Congestion,Drainage,Traffic,rainwater drain is not flowing,traffic flow is disrupted,Guindy,6.97,90.8,MEDIUM,CRITICAL,9,0.245,NO_DEPENDENCY,0.188,0
POS_0714,Illegal Dumping,Waterlogging,Waste,Flooding,open dumping observed,standing rainwater on the street,Tambaram,2.03,18.9,CRITICAL,LOW,20,0.592,CONTRIBUTES_TO,0.693,1
POS_0091,Blocked Drain,Waterlogging,Drainage,Flooding,rainwater drain is not flowing,water has accumulated on the road,Guindy,0.61,46.4,CRITICAL,LOW,4,0.626,CAUSES,0.786,1
NEG_1455,Public Health Risk,Illegal Dumping,Health,Waste,health risk reported,garbage dumped beside road,Nungambakkam,2.81,31.2,MEDIUM,MEDIUM,12,0.388,NO_DEPENDENCY,0.358,0
POS_1206,Illegal Dumping,Blocked Drain,Waste,Drainage,garbage dumped beside road,drain is clogged,Tambaram,2.75,40.9,MEDIUM,LOW,7,0.501,CONTRIBUTES_TO,0.596,1
NEG_1086,Illegal Dumping,Emergency Response Delay,Waste,Emergency,open dumping observed,emergency access is difficult,Ambattur,3.45,3.5,CRITICAL,LOW,4,0.125,NO_DEPENDENCY,0.253,0
NEG_0328,Safety Risk,Public Health Risk,Safety,Health,risk to pedestrians and vehicles,health risk reported,Adyar,1.23,42.4,MEDIUM,MEDIUM,13,0.313,NO_DEPENDENCY,0.355,0
POS_1156,Water Leakage,Stagnant Water,Water,Public Health,continuous water leakage,stagnant water remains,Nungambakkam,2.02,33.5,CRITICAL,HIGH,4,0.583,CAUSES,0.704,1
POS_1325,Pothole / Road Damage,Traffic Congestion,Road,Traffic,large pothole on the road,severe congestion reported,Adyar,1.76,17.2,MEDIUM,HIGH,14,0.735,CONTRIBUTES_TO,0.726,1
POS_0217,Illegal Dumping,Blocked Drain,Waste,Drainage,open dumping observed,stormwater drain is blocked,Royapettah,0.87,26.1,HIGH,MEDIUM,8,0.578,CONTRIBUTES_TO,0.707,1
POS_0511,Illegal Dumping,Blocked Drain,Waste,Drainage,waste is being dumped illegally,stormwater drain is blocked,Tambaram,4.48,46.8,MEDIUM,HIGH,19,0.527,CONTRIBUTES_TO,0.58,1
NEG_0181,Waterlogging,Street Light Failure,Flooding,Lighting,heavy waterlogging reported,street light is not working,Thiruvanmiyur,1.12,75.7,LOW,CRITICAL,6,0.073,NO_DEPENDENCY,0.222,0
POS_0500,Garbage Accumulation,Public Health Risk,Waste,Health,waste has built up,health risk reported,Mylapore,2.69,1.6,CRITICAL,MEDIUM,12,0.612,CAUSES,0.761,1
NEG_1049,Sewer Overflow,Street Light Failure,Drainage,Lighting,sewage overflow reported,roadside light has failed,Perambur,4.25,85.4,CRITICAL,HIGH,12,0.392,NO_DEPENDENCY,0.293,0
NEG_0357,Street Light Failure,Emergency Response Delay,Lighting,Emergency,streetlights are off,emergency vehicles cannot move quickly,Kodambakkam,4.61,59.9,LOW,LOW,14,0.434,NO_DEPENDENCY,0.331,0
POS_1389,Traffic Congestion,Emergency Response Delay,Traffic,Emergency,severe congestion reported,emergency vehicles cannot move quickly,Porur,3.57,20.6,HIGH,HIGH,1,0.884,CAUSES,0.706,1
NEG_0020,Street Light Failure,Traffic Congestion,Lighting,Traffic,dark street due to light failure,traffic flow is disrupted,Sholinganallur,1.51,60.4,MEDIUM,CRITICAL,2,0.228,NO_DEPENDENCY,0.255,0
NEG_0887,Street Light Failure,Public Health Risk,Lighting,Health,street light is not working,disease risk is increasing,T Nagar,2.98,71.2,MEDIUM,CRITICAL,6,0.244,NO_DEPENDENCY,0.249,0
NEG_1222,Illegal Dumping,Street Light Failure,Waste,Lighting,waste is being dumped illegally,street light is not working,Ambattur,1.15,73.6,LOW,CRITICAL,13,0.308,NO_DEPENDENCY,0.329,0
NEG_0577,Sewer Overflow,Street Light Failure,Drainage,Lighting,sewer water is overflowing,roadside light has failed,Tambaram,6.64,30.1,HIGH,HIGH,1,0.37,NO_DEPENDENCY,0.241,0
NEG_0041,Emergency Response Delay,Blocked Drain,Emergency,Drainage,response time is increasing,blocked drainage outlet,Adyar,6.29,62.7,LOW,HIGH,4,0.185,NO_DEPENDENCY,0.179,0
POS_1218,Waterlogging,Road Blockage,Flooding,Road,road is flooded,road is partially blocked,Guindy,0.7,13.0,MEDIUM,HIGH,4,0.887,CAUSES,0.804,1
POS_1417,Pothole / Road Damage,Poor Road Visibility,Road,Safety,multiple potholes reported,drivers cannot see clearly,Sholinganallur,0.66,44.4,MEDIUM,LOW,15,0.792,CONTRIBUTES_TO,0.65,1
NEG_0718,Illegal Dumping,Water Leakage,Waste,Water,unauthorized dumping reported,continuous water leakage,Kodambakkam,6.25,38.4,LOW,CRITICAL,7,0.4,NO_DEPENDENCY,0.279,0
NEG_1122,Traffic Congestion,Illegal Dumping,Traffic,Waste,traffic flow is disrupted,open dumping observed,Velachery,2.05,45.7,LOW,CRITICAL,11,0.082,NO_DEPENDENCY,0.261,0
NEG_0177,Emergency Response Delay,Road Blockage,Emergency,Road,response time is increasing,vehicle movement is obstructed,Anna Nagar,6.91,51.9,HIGH,HIGH,3,0.426,NO_DEPENDENCY,0.246,0
POS_1198,Stagnant Water,Public Health Risk,Public Health,Health,standing water is not clearing,disease risk is increasing,Ambattur,2.34,41.1,HIGH,CRITICAL,2,0.579,CAUSES,0.666,1
NEG_0043,Public Health Risk,Street Light Failure,Health,Lighting,possible health hazard,street light is not working,Sholinganallur,7.67,89.5,CRITICAL,LOW,5,0.388,NO_DEPENDENCY,0.202,0
POS_0954,Stagnant Water,Public Health Risk,Public Health,Health,water is collecting,disease risk is increasing,Sholinganallur,3.75,20.3,MEDIUM,HIGH,16,0.856,CAUSES,0.725,1
POS_0751,Illegal Dumping,Waterlogging,Waste,Flooding,waste is being dumped illegally,water has accumulated on the road,Nungambakkam,2.16,36.0,LOW,CRITICAL,12,0.95,CONTRIBUTES_TO,0.643,1
POS_0235,Blocked Drain,Waterlogging,Drainage,Flooding,stormwater drain is blocked,standing rainwater on the street,Thiruvanmiyur,0.48,11.5,CRITICAL,HIGH,20,0.49,CAUSES,0.85,1
POS_0733,Stagnant Water,Public Health Risk,Public Health,Health,pool of water has remained,possible health hazard,Adyar,1.06,27.2,HIGH,LOW,11,0.708,CAUSES,0.766,1
NEG_1493,Garbage Accumulation,Stagnant Water,Waste,Public Health,large pile of waste reported,stagnant water remains,Adyar,6.14,52.2,LOW,HIGH,12,0.215,NO_DEPENDENCY,0.239,0
POS_1157,Garbage Accumulation,Air Pollution,Waste,Environment,uncollected garbage is present,dust and pollution are increasing,Anna Nagar,2.12,32.3,MEDIUM,CRITICAL,7,0.836,CONTRIBUTES_TO,0.667,1
NEG_1074,Poor Road Visibility,Air Pollution,Safety,Environment,drivers cannot see clearly,dust and pollution are increasing,Anna Nagar,6.44,37.7,HIGH,MEDIUM,5,0.304,NO_DEPENDENCY,0.238,0
NEG_0946,Road Blockage,Public Health Risk,Road,Health,traffic lane is obstructed,health risk reported,Royapettah,5.39,88.8,HIGH,MEDIUM,11,0.168,NO_DEPENDENCY,0.201,0
POS_1210,Sewer Overflow,Stagnant Water,Drainage,Public Health,sewage overflow reported,stagnant water remains,Mylapore,0.82,43.6,CRITICAL,CRITICAL,14,0.653,CAUSES,0.783,1
POS_1066,Sewer Overflow,Stagnant Water,Drainage,Public Health,sewage overflow reported,standing water is not clearing,Royapettah,2.6,10.0,HIGH,MEDIUM,15,0.584,CAUSES,0.748,1
NEG_0657,Waterlogging,Stagnant Water,Flooding,Public Health,standing rainwater on the street,standing water is not clearing,Anna Nagar,7.9,36.8,LOW,CRITICAL,0,0.25,NO_DEPENDENCY,0.176,0
POS_1063,Traffic Congestion,Emergency Response Delay,Traffic,Emergency,severe congestion reported,emergency movement is delayed,Tambaram,0.48,5.5,HIGH,MEDIUM,16,0.945,CAUSES,0.854,1
POS_1168,Pothole / Road Damage,Poor Road Visibility,Road,Safety,large pothole on the road,low visibility reported,Porur,3.27,12.2,MEDIUM,HIGH,7,0.894,CONTRIBUTES_TO,0.63,1
POS_1493,Stagnant Water,Public Health Risk,Public Health,Health,water is collecting,disease risk is increasing,Guindy,2.19,44.6,LOW,CRITICAL,11,0.485,CAUSES,0.619,1
NEG_0975,Safety Risk,Waterlogging,Safety,Flooding,safety risk reported,heavy waterlogging reported,Porur,1.73,81.5,LOW,MEDIUM,9,0.246,NO_DEPENDENCY,0.275,0
POS_0885,Street Light Failure,Poor Road Visibility,Lighting,Safety,street light is not working,visibility on road is poor,Perambur,4.09,38.3,CRITICAL,CRITICAL,1,0.548,CAUSES,0.643,1
POS_0144,Pothole / Road Damage,Traffic Congestion,Road,Traffic,road surface is badly damaged,traffic flow is disrupted,Guindy,3.81,5.3,LOW,HIGH,17,0.859,CONTRIBUTES_TO,0.699,1
NEG_1443,Garbage Accumulation,Traffic Congestion,Waste,Traffic,uncollected garbage is present,traffic flow is disrupted,Tambaram,1.26,42.8,MEDIUM,MEDIUM,8,0.113,NO_DEPENDENCY,0.269,0
POS_0851,Pothole / Road Damage,Traffic Congestion,Road,Traffic,large pothole on the road,traffic flow is disrupted,Kodambakkam,1.15,28.0,LOW,LOW,6,0.801,CONTRIBUTES_TO,0.695,1
POS_0718,Garbage Accumulation,Public Health Risk,Waste,Health,large pile of waste reported,disease risk is increasing,T Nagar,1.18,4.4,CRITICAL,MEDIUM,4,0.717,CAUSES,0.796,1
NEG_1365,Garbage Accumulation,Stagnant Water,Waste,Public Health,uncollected garbage is present,pool of water has remained,Perambur,1.21,77.6,LOW,LOW,15,0.381,NO_DEPENDENCY,0.356,0
POS_0265,Garbage Accumulation,Air Pollution,Waste,Environment,large pile of waste reported,dust and pollution are increasing,Nungambakkam,4.5,21.9,CRITICAL,LOW,3,0.635,CONTRIBUTES_TO,0.622,1
POS_0076,Road Blockage,Traffic Congestion,Road,Traffic,road passage is blocked,severe congestion reported,Porur,2.51,7.9,CRITICAL,HIGH,20,0.667,CAUSES,0.804,1
POS_0396,Garbage Accumulation,Public Health Risk,Waste,Health,large pile of waste reported,possible health hazard,Royapettah,2.34,45.5,LOW,LOW,18,0.539,CAUSES,0.634,1
NEG_1046,Traffic Congestion,Air Pollution,Traffic,Environment,vehicles are queued,local air pollution observed,Perambur,0.9,21.1,LOW,MEDIUM,6,0.178,NO_DEPENDENCY,0.302,0
NEG_0725,Waterlogging,Sewer Overflow,Flooding,Drainage,standing rainwater on the street,sewage overflow reported,Perambur,0.7,3.9,LOW,HIGH,6,0.125,NO_DEPENDENCY,0.304,0
NEG_1300,Stagnant Water,Air Pollution,Public Health,Environment,standing water is not clearing,dust and pollution are increasing,Perambur,0.4,60.9,CRITICAL,MEDIUM,6,0.232,NO_DEPENDENCY,0.293,0
POS_0397,Garbage Accumulation,Air Pollution,Waste,Environment,garbage has accumulated,polluted air reported,Sholinganallur,0.51,26.0,LOW,MEDIUM,14,0.822,CONTRIBUTES_TO,0.706,1
POS_1366,Traffic Congestion,Emergency Response Delay,Traffic,Emergency,severe congestion reported,emergency vehicles cannot move quickly,T Nagar,4.14,44.5,LOW,CRITICAL,3,0.548,CAUSES,0.547,1
NEG_1001,Pothole / Road Damage,Emergency Response Delay,Road,Emergency,multiple potholes reported,emergency vehicles cannot move quickly,Nungambakkam,6.13,54.0,LOW,MEDIUM,4,0.387,NO_DEPENDENCY,0.249,0
NEG_0404,Pothole / Road Damage,Waterlogging,Road,Flooding,road surface is badly damaged,heavy waterlogging reported,Anna Nagar,4.96,69.2,MEDIUM,LOW,4,0.208,NO_DEPENDENCY,0.2,0
POS_0596,Pothole / Road Damage,Traffic Congestion,Road,Traffic,road surface is badly damaged,traffic is moving slowly,Guindy,0.68,20.2,MEDIUM,CRITICAL,18,0.819,CONTRIBUTES_TO,0.776,1
NEG_0610,Pothole / Road Damage,Emergency Response Delay,Road,Emergency,road surface is badly damaged,emergency vehicles cannot move quickly,Ambattur,4.57,43.9,LOW,CRITICAL,8,0.135,NO_DEPENDENCY,0.225,0
POS_1297,Garbage Accumulation,Public Health Risk,Waste,Health,garbage has accumulated,health risk reported,Perambur,1.55,21.3,MEDIUM,HIGH,6,0.642,CAUSES,0.703,1
NEG_0322,Public Health Risk,Blocked Drain,Health,Drainage,possible health hazard,rainwater drain is not flowing,Adyar,3.73,94.2,LOW,HIGH,11,0.079,NO_DEPENDENCY,0.194,0
POS_0873,Garbage Accumulation,Public Health Risk,Waste,Health,uncollected garbage is present,possible health hazard,T Nagar,0.69,45.3,CRITICAL,MEDIUM,16,0.894,CAUSES,0.817,1
NEG_1412,Garbage Accumulation,Emergency Response Delay,Waste,Emergency,uncollected garbage is present,emergency access is difficult,Royapettah,7.04,65.6,HIGH,HIGH,10,0.292,NO_DEPENDENCY,0.227,0
NEG_0827,Emergency Response Delay,Illegal Dumping,Emergency,Waste,response time is increasing,unauthorized dumping reported,Perambur,1.36,18.4,HIGH,CRITICAL,0,0.087,NO_DEPENDENCY,0.24,0
NEG_0049,Illegal Dumping,Street Light Failure,Waste,Lighting,garbage dumped beside road,roadside light has failed,Anna Nagar,4.87,72.2,LOW,CRITICAL,7,0.423,NO_DEPENDENCY,0.279,0
POS_0037,Road Blockage,Traffic Congestion,Road,Traffic,road passage is blocked,traffic flow is disrupted,T Nagar,3.33,16.3,HIGH,MEDIUM,8,0.943,CAUSES,0.772,1
NEG_1027,Public Health Risk,Pothole / Road Damage,Health,Road,health risk reported,damaged road section,Porur,3.63,41.6,CRITICAL,MEDIUM,1,0.225,NO_DEPENDENCY,0.233,0
NEG_0644,Road Blockage,Sewer Overflow,Road,Drainage,traffic lane is obstructed,sewer line has overflowed,Guindy,4.36,43.3,LOW,MEDIUM,8,0.178,NO_DEPENDENCY,0.242,0
NEG_1441,Stagnant Water,Waterlogging,Public Health,Flooding,water is collecting,standing rainwater on the street,Adyar,3.57,34.2,CRITICAL,CRITICAL,8,0.298,NO_DEPENDENCY,0.297,0
POS_0978,Waterlogging,Road Blockage,Flooding,Road,standing rainwater on the street,traffic lane is obstructed,Pallavaram,4.03,20.9,MEDIUM,MEDIUM,10,0.961,CAUSES,0.739,1
NEG_0072,Road Blockage,Air Pollution,Road,Environment,road is partially blocked,dust and pollution are increasing,Anna Nagar,5.63,60.2,HIGH,CRITICAL,5,0.147,NO_DEPENDENCY,0.184,0
POS_1123,Street Light Failure,Poor Road Visibility,Lighting,Safety,streetlights are off,drivers cannot see clearly,Porur,1.22,18.6,CRITICAL,MEDIUM,12,0.759,CAUSES,0.811,1
NEG_0740,Illegal Dumping,Poor Road Visibility,Waste,Safety,open dumping observed,dark road section,Ambattur,6.44,53.0,HIGH,CRITICAL,1,0.294,NO_DEPENDENCY,0.202,0
NEG_0393,Illegal Dumping,Water Leakage,Waste,Water,open dumping observed,continuous water leakage,Ambattur,5.68,19.1,MEDIUM,HIGH,6,0.204,NO_DEPENDENCY,0.24,0
POS_0676,Road Blockage,Traffic Congestion,Road,Traffic,road passage is blocked,severe congestion reported,Royapettah,1.12,36.0,CRITICAL,HIGH,14,0.856,CAUSES,0.822,1
POS_0729,Garbage Accumulation,Public Health Risk,Waste,Health,uncollected garbage is present,disease risk is increasing,Royapettah,2.0,24.6,CRITICAL,MEDIUM,11,0.761,CAUSES,0.774,1
POS_0413,Traffic Congestion,Emergency Response Delay,Traffic,Emergency,traffic flow is disrupted,emergency access is difficult,T Nagar,0.33,18.0,HIGH,CRITICAL,7,0.473,CAUSES,0.724,1
NEG_0017,Pothole / Road Damage,Waterlogging,Road,Flooding,multiple potholes reported,water has accumulated on the road,Nungambakkam,6.17,33.7,LOW,CRITICAL,14,0.235,NO_DEPENDENCY,0.27,0
NEG_0150,Emergency Response Delay,Safety Risk,Emergency,Safety,emergency movement is delayed,area has become unsafe,Mylapore,6.76,2.7,LOW,CRITICAL,2,0.151,NO_DEPENDENCY,0.202,0
POS_0826,Water Leakage,Stagnant Water,Water,Public Health,continuous water leakage,stagnant water remains,Adyar,2.97,34.4,HIGH,MEDIUM,16,0.682,CAUSES,0.703,1
POS_0617,Water Leakage,Stagnant Water,Water,Public Health,water pipe is leaking,water is collecting,Porur,3.08,13.7,CRITICAL,CRITICAL,12,0.484,CAUSES,0.705,1
POS_0115,Street Light Failure,Poor Road Visibility,Lighting,Safety,roadside light has failed,visibility on road is poor,Porur,0.33,21.8,LOW,CRITICAL,19,0.642,CAUSES,0.748,1
POS_0418,Sewer Overflow,Stagnant Water,Drainage,Public Health,sewer water is overflowing,standing water is not clearing,Tambaram,2.18,10.5,LOW,MEDIUM,14,0.535,CAUSES,0.696,1
NEG_0126,Pothole / Road Damage,Blocked Drain,Road,Drainage,damaged road section,rainwater drain is not flowing,Kodambakkam,7.48,44.5,LOW,CRITICAL,2,0.184,NO_DEPENDENCY,0.166,0
NEG_1440,Sewer Overflow,Public Health Risk,Drainage,Health,sewer water is overflowing,disease risk is increasing,Mylapore,1.94,3.0,CRITICAL,HIGH,1,0.412,NO_DEPENDENCY,0.347,0
POS_0090,Stagnant Water,Public Health Risk,Public Health,Health,water is collecting,possible health hazard,Pallavaram,1.75,41.2,CRITICAL,CRITICAL,11,0.668,CAUSES,0.746,1
NEG_0583,Emergency Response Delay,Blocked Drain,Emergency,Drainage,emergency access is difficult,blocked drainage outlet,Nungambakkam,1.12,24.8,LOW,CRITICAL,6,0.233,NO_DEPENDENCY,0.312,0
POS_0754,Waterlogging,Road Blockage,Flooding,Road,standing rainwater on the street,traffic lane is obstructed,Pallavaram,2.49,3.7,HIGH,CRITICAL,16,0.474,CAUSES,0.744,1
NEG_0131,Water Leakage,Road Blockage,Water,Road,continuous water leakage,road passage is blocked,Sholinganallur,5.18,61.6,CRITICAL,MEDIUM,8,0.077,NO_DEPENDENCY,0.184,0
POS_0012,Stagnant Water,Public Health Risk,Public Health,Health,pool of water has remained,health risk reported,Porur,4.48,25.6,LOW,HIGH,1,0.965,CAUSES,0.659,1
NEG_0945,Sewer Overflow,Emergency Response Delay,Drainage,Emergency,sewage overflow reported,response time is increasing,Adyar,2.87,9.5,LOW,LOW,13,0.292,NO_DEPENDENCY,0.352,0
POS_0285,Pothole / Road Damage,Traffic Congestion,Road,Traffic,large pothole on the road,vehicles are queued,Royapettah,0.42,4.3,HIGH,CRITICAL,5,0.938,CONTRIBUTES_TO,0.821,1
POS_1067,Garbage Accumulation,Air Pollution,Waste,Environment,garbage has accumulated,dust and pollution are increasing,Anna Nagar,2.4,38.0,LOW,MEDIUM,1,0.496,CONTRIBUTES_TO,0.544,1
POS_1192,Illegal Dumping,Waterlogging,Waste,Flooding,garbage dumped beside road,water has accumulated on the road,Ambattur,1.68,42.7,CRITICAL,HIGH,9,0.814,CONTRIBUTES_TO,0.686,1
POS_1441,Garbage Accumulation,Air Pollution,Waste,Environment,waste has built up,local air pollution observed,Mylapore,3.43,23.2,MEDIUM,MEDIUM,3,0.975,CONTRIBUTES_TO,0.665,1
NEG_1302,Road Blockage,Street Light Failure,Road,Lighting,vehicle movement is obstructed,dark street due to light failure,Mylapore,8.0,15.0,HIGH,MEDIUM,12,0.373,NO_DEPENDENCY,0.289,0
NEG_1301,Stagnant Water,Emergency Response Delay,Public Health,Emergency,stagnant water remains,emergency vehicles cannot move quickly,Mylapore,0.31,87.0,MEDIUM,HIGH,10,0.196,NO_DEPENDENCY,0.282,0
NEG_1211,Air Pollution,Road Blockage,Environment,Road,dust and pollution are increasing,road passage is blocked,Anna Nagar,2.62,11.2,HIGH,MEDIUM,6,0.112,NO_DEPENDENCY,0.265,0
NEG_0069,Poor Road Visibility,Water Leakage,Safety,Water,visibility on road is poor,water pipe is leaking,Ambattur,6.88,54.5,MEDIUM,MEDIUM,0,0.286,NO_DEPENDENCY,0.187,0
NEG_0928,Air Pollution,Emergency Response Delay,Environment,Emergency,dust and pollution are increasing,emergency vehicles cannot move quickly,Perambur,1.53,72.9,MEDIUM,MEDIUM,11,0.03,NO_DEPENDENCY,0.23,0
NEG_1078,Pothole / Road Damage,Safety Risk,Road,Safety,large pothole on the road,residents feel unsafe,Kodambakkam,4.12,60.5,HIGH,LOW,14,0.138,NO_DEPENDENCY,0.249,0
NEG_0188,Sewer Overflow,Water Leakage,Drainage,Water,sewer water is overflowing,pipeline leak near street,Kodambakkam,0.7,24.6,LOW,LOW,15,0.079,NO_DEPENDENCY,0.318,0
POS_0852,Street Light Failure,Poor Road Visibility,Lighting,Safety,dark street due to light failure,dark road section,Porur,2.66,43.3,CRITICAL,MEDIUM,7,0.725,CAUSES,0.722,1
NEG_0708,Poor Road Visibility,Road Blockage,Safety,Road,visibility on road is poor,vehicle movement is obstructed,Kodambakkam,3.1,89.0,MEDIUM,LOW,13,0.382,NO_DEPENDENCY,0.309,0
POS_0896,Water Leakage,Stagnant Water,Water,Public Health,continuous water leakage,pool of water has remained,Kodambakkam,1.6,27.7,LOW,LOW,9,0.599,CAUSES,0.663,1
POS_0497,Waterlogging,Road Blockage,Flooding,Road,road is flooded,vehicle movement is obstructed,Guindy,2.17,35.9,LOW,CRITICAL,9,0.741,CAUSES,0.694,1
NEG_0806,Street Light Failure,Air Pollution,Lighting,Environment,roadside light has failed,dust and pollution are increasing,Ambattur,5.8,55.4,LOW,MEDIUM,1,0.137,NO_DEPENDENCY,0.163,0
NEG_0283,Garbage Accumulation,Sewer Overflow,Waste,Drainage,waste has built up,sewer water is overflowing,Porur,7.2,13.1,LOW,MEDIUM,4,0.139,NO_DEPENDENCY,0.193,0
POS_0336,Garbage Accumulation,Air Pollution,Waste,Environment,uncollected garbage is present,polluted air reported,Sholinganallur,3.58,15.3,MEDIUM,MEDIUM,4,0.897,CONTRIBUTES_TO,0.659,1
POS_0516,Waterlogging,Road Blockage,Flooding,Road,road is flooded,vehicle movement is obstructed,Royapettah,0.84,45.8,CRITICAL,HIGH,20,0.683,CAUSES,0.804,1
POS_1349,Illegal Dumping,Blocked Drain,Waste,Drainage,unauthorized dumping reported,drain is clogged,Royapettah,2.57,8.7,MEDIUM,CRITICAL,19,0.971,CONTRIBUTES_TO,0.769,1
POS_1016,Garbage Accumulation,Air Pollution,Waste,Environment,garbage has accumulated,air quality is affected,Porur,4.07,47.5,HIGH,LOW,2,0.945,CONTRIBUTES_TO,0.631,1
NEG_1309,Poor Road Visibility,Illegal Dumping,Safety,Waste,dark road section,garbage dumped beside road,Sholinganallur,5.62,25.3,HIGH,HIGH,8,0.022,NO_DEPENDENCY,0.191,0
NEG_1304,Air Pollution,Public Health Risk,Environment,Health,local air pollution observed,sanitation may affect public health,Nungambakkam,0.78,41.8,MEDIUM,HIGH,1,0.283,NO_DEPENDENCY,0.293,0
NEG_0282,Blocked Drain,Safety Risk,Drainage,Safety,drain is clogged,residents feel unsafe,Anna Nagar,2.0,72.6,CRITICAL,HIGH,0,0.048,NO_DEPENDENCY,0.174,0
NEG_0286,Road Blockage,Illegal Dumping,Road,Waste,vehicle movement is obstructed,unauthorized dumping reported,Perambur,3.22,43.3,CRITICAL,HIGH,7,0.133,NO_DEPENDENCY,0.241,0
NEG_0571,Public Health Risk,Water Leakage,Health,Water,sanitation may affect public health,pipeline leak near street,Adyar,0.45,39.4,LOW,MEDIUM,8,0.42,NO_DEPENDENCY,0.376,0
POS_0357,Road Blockage,Traffic Congestion,Road,Traffic,vehicle movement is obstructed,vehicles are queued,Pallavaram,0.34,2.7,HIGH,CRITICAL,15,0.953,CAUSES,0.885,1
